序號,學科術語,參考解釋,第1階段,第2階段,第3階段,第4階段,第5階段,臺灣台語詞彙,臺羅
102665,變質岩,由變質作用所形成的岩石。是由地殼中先形成的岩漿岩或沉積岩，在環境條件改變的影響下，礦物成分、化學成分以及結構構造發生變化而形成的。,,,自然科學-自然科學,自然科學-生物,,變質岩,piàn-tsit-gâm piàn-tsit-giâm
102666,顯微鏡,一種用來觀察微小物體的光學儀器。由一直立的圓筒，與兩組凸透鏡組成。一般的顯微鏡放大倍數為100至1000倍。,,,自然科學-自然科學,自然科學-生物,自然科學-生物,顯微鏡,hián-bî-kiànn
102667,驗算,將計算好的算式，用相同方式或另一種方法再演算一遍，檢驗得出的結果是否正確。,數學-數學,,,數學-數學,,驗算,giām-sǹg
102668,驚嘆號（！）,一種標點符號。用在感嘆、命令、祈求、勸勉等語句之後。也稱為「嘆號」、「感嘆號」。,,語文-國語文,,語文-國語文,,驚嘆號 感嘆號,king-thàn-hō kám-thàn-hō
102669,體力,身體具有的力氣。,健康與體育-健康與體育,綜合活動-綜合活動,,健康與體育-體育,,體力,thé-la̍t
102670,體能,身體活動的能力。,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-體育,,體能,thé-lîng
102671,體溫,身體的溫度。人類正常的體溫維持在攝氏36度-37度。,,自然科學-自然科學,自然科學-自然科學,自然科學-生物,,體溫,thé-un
102672,體適能,身體適應生活與環境的綜合能力。,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-體育,,體適能,thé-sik-lîng
102673,體操,依據人類生活的需要而創造出鍛鍊身體的人為運動：（1）廣義的體操，是依種種規則來操練身體，目的為求強身。大約可分徒手體操、手具體操與器械體操。（2）狹義的體操，為一種運動項目，目的為求獲勝，故也稱為「競技體操」。,健康與體育-健康與體育,綜合活動-綜合活動 健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-體育,,體操,thé-tshau
102674,體積,指物體在空間所占據的大小。單位是長度的立方數，如立方公尺、立方公分。,,數學-數學,,數學-數學 自然科學-理化,數學-數學,體積,thé-tsik
102675,靈感,思考活動中，忽然出現且超越平時思考層面的想法。,,藝術-藝術,,,,靈感,lîng-kám
102676,鹼性,化學物質在水溶液中可解離出氫氧根的性質，能使紅色石蕊試紙變成藍色。亦指可供給電子或接受氫離子的化學性質。,,,自然科學-自然科學,自然科學-理化,自然科學-化學,鹼性,kinn-sìng
102677,鹼性水溶液,把水溶液滴到紅色的石蕊試紙，紅色的石蕊試紙會變成藍色，稱為鹼性水溶液。如：小蘇打水、石灰水、肥皂水。,,自然科學-自然科學,,自然科學-理化,,鹼性水溶液,kinn-sìng tsuí-iông-i̍k
102678,鹼性電池,一種電解液為鹼性的乾電池。在使用時電壓幾乎不降，較適用於對電壓要求嚴格的一種電解液為鹼性的乾電池。在使用時電壓近乎不變，適用於對電壓準位要求嚴格的電器，但不適用在高溫環境或散熱不良的電器內部，因有產生氫爆之虞。電器，但不適用在高溫環境或散熱不好的電器，會產生氫爆。,,自然科學-自然科學,自然科學-自然科學,自然科學-理化,,鹼性電池,kinn-sìng tiān-tî
102679,觀光業,規劃一國的風景名勝、古蹟、文物等，並配合完善的交通、餐館、旅館等設施，以服務為主的事業。也稱為「無煙囪工業」。,,,社會-社會,社會-地理,,觀光業,kuan-kong-gia̍p
102680,觀光導覽圖,為了引導遊客觀光、導覽所繪製的地圖。,,社會-社會,,,,觀光導覽圖,kuan-kong tō-lám-tôo
102681,觀星,觀察、測量星象。,,,自然科學-自然科學,自然科學-地球科學,,觀星,kuan tshenn
102682,觀眾,觀看影視、表演、比賽、或展示的人。,,藝術-藝術,,,,觀眾,kuan-tsiòng
102683,觀測,1.觀察推測。 2.對事物的觀察與測量。,,自然科學-自然科學,,,,觀測,kuan-tshik
102684,觀測天氣,觀察、測量在一定區域和一定時間內，多種氣象要素綜合顯示的大氣狀況。,,自然科學-自然科學,,自然科學-地球科學,,觀測天氣,kuan-tshik thinn-khì
102685,觀察,仔細察看。,,自然科學-自然科學,,自然科學-地球科學,,觀察,kuan-tshat
102686,觀察力,是指大腦對事物的觀察能力，如通過觀察發現新奇的事物等，在觀察過程對聲音、氣味、溫度等事物有一個新的認識。,,藝術-藝術,,,,觀察力,kuan-tshat-li̍k
102687,A型流感,指每年週期性於人類間流行的季節性流感A(H1N1)及A(H3N2)以外，偶發出現感染人類的其他動物流感病毒，這些病毒主要感染對象為雞等禽鳥類或豬等哺乳類動物，屬於A型流感病毒，一旦感染人類，即統稱為「新型A型流感」病例。,,,健康與體育-健康與體育,,健康與體育-健康與護理,A型流感,A-hîng liû-kám
102688,B型肝炎,一種經由血液或體液傳染的病毒性肝炎。,,,健康與體育-健康與體育,健康與體育-健康教育,健康與體育-健康與護理,B型肝炎,B-hîng kuann-iām
102689,F大調音階,F大調是一個基於F音的大調，由F、G、A、B♭、C、D、E和F組成，調號有一個降號。相對小調是D小調，並行小調是F小調。,,,藝術-藝術,,,F大調音階,F tuā-tiāu im-kai
102690,G大調,G大調是一個基於G音的大調，由G、A、B、C、D、E、F♯、G組成，調號有一個升號。相對小調是E小調，並行小調是G小調。,,藝術-藝術,,藝術-音樂,,G大調,G tuā-tiāu
102691,K他命,Ｋ他命學名為氯胺酮，俗稱K仔、K粉、Ｋ他命、克他命，在臺灣，經常被稱為褲子。Ｋ他命是一種中樞神經傳導抑制劑。,,,健康與體育-健康與體育,健康與體育-健康教育,,K他命,K tha-bīng
102694,PH值,酸鹼度數值。,,,自然科學-自然科學,自然科學-理化,自然科學-化學,酸鹼度,sng-kinn-tōo
102697,一元一次不等式,如果不等式中，只有一種未知數，且未知數的次數為一次，則稱此不等式為一元一次不等式。,,,,數學-數學,數學-數學,一元一次不等式,it-guân it-tshù put-tíng-sik
102698,一日生活圈,一日生活圈是指能滿足一天生活機能的空間範圍，特別是通勤、醫藥、教育等。,,社會-社會,社會-社會,,,一日生活圈,tsi̍t-ji̍t sing-ua̍h-khuan
102701,一胎化,中國所實行的計劃生育政策。強調每對夫婦生育子女數最好一個，最多兩個，絕對不能生第三胎。,,,,社會-公民與社會,,一胎化,it-thai-huà
102702,一氧化碳（CO）,分子式CO，一種無色無臭無味的氣體，比空氣略輕，毒性極強，由炭或可燃性碳化合物燃燒不完全時產生。一氧化碳燃燒時發出淡藍色火焰，並放出大量的熱，可以用做燃料，也是化工原料。,,自然科學-自然科學,自然科學-自然科學 健康與體育-健康與體育,自然科學-理化,自然科學-化學,一氧化碳,it-ióng-huà-thuànn
102703,一氧化碳中毒,含碳物質燃燒不完全時，所產生的一氧化碳經由呼吸進入血液後，會與血紅素結合，使紅血球失去攝氧功能，產生缺氧狀態。主要症狀有頭痛、頭昏、耳鳴、麻痺等，嚴重時可導致死亡。,,,健康與體育-健康與體育,健康與體育-健康教育,,一氧化碳中毒,it-ióng-huà-thuànn tiòng-to̍k
102704,一貫道,清末新興的民間信仰，因其教義揉合儒、釋、道，強調「萬教歸一」理念，乃據論語「吾道一以貫之」命名。,,,社會-社會,,社會-歷史,一貫道,It-kuàn-tō
102705,一等星,古代天文學家將肉眼所見最亮的星星列等，稱為目視星等。最亮的為一等星，大約100顆燈泡的亮度。,,,自然科學-自然科學,,,一等星,it-tíng-tshenn
102706,乙醇,酒精的學名。一種有機化合物。可用發酵方法，亦可用石油工業的副產品乙烯，加硫酸和水反應取得。其用途廣泛，可用來燃燒、消毒等。俗稱為「酒精」。,,,,自然科學-理化 健康與體育-健康教育,自然科學-生物,乙醇 酒精,it-sûn tsiú-tsing
102707,七巧板,將一塊正方形的木片或厚紙裁成七塊，形狀、大小各不相同，可以拼成各種圖形，是一種啟發兒童智慧的玩具。也稱為「智慧板」。,數學-數學,,,,,七巧板,tshit-khá-pán
102708,七角柱,底面是七邊形的柱體。,,,數學-數學,,,七角柱,tshit-kak-thiāu
102710,七言,1.七個字的詩句。 2.七言詩。,,,語文-國語文,語文-國語文,語文-國語文,七言,tshit-giân
102711,七星瓢蟲,動物名。昆蟲綱鞘翅目瓢蟲科。體呈圓形，背部隆起，長約6－8公釐，翅呈橘黃色，上有七個橢圓形的黑色斑紋。成蟲、幼蟲皆以捕食蚜蟲為生。,,自然科學-自然科學,,,,七星龜仔,tshit-tshenn-ku-á
102712,七邊形,在幾何學中，七邊形是指有七條邊和七個頂點的多邊形，其內角和為900度。,,,數學-數學,,,七邊形,tshit-pinn-hîng
102713,九九乘法,從一到九，兩數逐一相乘的乘法。,,數學-數學,,,,九九乘法,kiú-kiú-sîng-huat
102714,九九乘法表,從一到九，兩數逐一相乘的乘法表。,,數學-數學,,,,九九乘法表,kiú-kiú-sîng-huat-pió
102715,九二一地震,即集集大地震。是西元1999年9月21日，芮氏規模7.3，發生於臺灣中部山區的逆斷層型地震。,,,自然科學-自然科學,,,九二一地動,kiú-jī-it tē-tāng
102716,九大行星,原用來稱呼太陽系當中繞行太陽的九顆大型天體，後因冥王星改分類為矮行星，目前太陽系當中有八顆行星。,,,自然科學-自然科學,,,九大行星,káu tuā hîng-tshenn káu tuā kiânn-tshenn
102717,九份,地名。位居新北市瑞芳區，曾因採金而繁盛一時。,,,社會-社會,,,九份仔,Káu-hūn-á
102718,九層塔,植物名。脣形科羅勒屬，一年生草本。株高60－90公分。葉對生，卵圓形或長橢圓形，花有白色、淡紅色或紫色，花苞成九層狀，尖端排列成九行，故稱為「九層塔」。嫩莖及葉可作蔬菜食用，因具特殊香氣，可提煉精油，為香料及其他工業原料。亦可入藥，有鎮咳、通經、助行血、消炎止痛等療效。,,,自然科學-自然科學,,,九層塔,káu-tsàn-thah
102719,二十四進位法,指每24小單位進1大單位的進位，僅套用於時間中，小時進位為天。,,,數學-數學,,,二十四進位法,jī-tsa̍p-sì tsìn-uī-huat
102720,二元一次聯立方程式,含有兩種未知數，且這兩種未知數的最高次方都是一次的等式。,,,,數學-數學,數學-數學,二元一次聯立方程式,jī-guân it-tshù liân-li̍p hong-tîng-sik
102721,二分休止符,當遇到需要休息的拍子時，則以休止符做為休息長度的標示，全休止符的二分之一，即休止兩拍。,,藝術-藝術,,藝術-音樂,藝術-音樂,二分休止符,jī-hun hiu-tsí-hû
102722,二名法,於一群事物中，先就某屬性分為有此屬性與無此屬性二類。再就另一屬性的有無，將已分者再分為二，如此逐層分類的方法，稱為「二名法」。,,,自然科學-自然科學,,自然科學-生物,二名法,jī-bîng-huat
102723,二字詞語,由兩個字結合而成的詞語。,,,語文-國語文,,,雙字詞,siang-jī-sû
102725,二次函數,若a、b、c為常數，且a≠0，則稱y=ax2+bx+c是x的二次函數。,,,,數學-數學,,二次函數,jī-tshù hâm-sòo
102726,二位純小數,整數為零且小數點後有兩位的數字。,,,數學-數學,,,兩位純小數,nn̄g uī sûn-sió-sòo
102727,二弦,南管樂器。屬拉弦樂器，琴桿為竹製，取材有嚴格的規定，一般為十三節，共鳴箱以林投樹頭製造，弦軫方向與奚琴同，與內外弦同側，使用絲弦，定音為士、工（5、2），採用軟弓。,,,藝術-藝術,,,二絃,jī-hiân
102729,二胡,樂器名。胡琴的一種，屬拉弦樂器。琴筒以木或竹製成，蒙上蟒皮或蛇皮。琴桿較南胡略短，二條弦。演奏時聲音低沉、清柔。,,,藝術-藝術,藝術-音樂,,二胡 南胡,jī-ôo lâm-ôo
102730,二重唱,一首歌曲由兩位歌者同時演唱不同聲部的演唱方式。,,,藝術-藝術,藝術-音樂,藝術-音樂,二重唱,jī-tiông-tshiùnn
102731,二氧化硫（SO2）,一種無色而有刺激性臭味的氣體或液體。遇水成亞硫酸，毒性強，可用以殺菌、防腐、製作漂白劑等。,,,自然科學-自然科學,自然科學-理化,自然科學-地球科學,二氧化硫,jī-ióng-huà-liû
102732,二氧化氮（NO2）,分子式NO2，室溫下為有刺激性氣味的紅棕色順磁性氣體，易溶於水，溶於水部分生成硝酸和一氧化氮。二氧化氮吸入後對肺組織具有強烈的刺激性和腐蝕性。,,,自然科學-自然科學,自然科學-理化,自然科學-化學,二氧化氮,jī-ióng-huà-tām
102733,二部合奏,二重奏。用兩種樂器進行的合奏。,,藝術-藝術,藝術-藝術,,,二部合奏,jī-pōo ha̍p-tsàu
102734,二部合唱,二部合唱是合唱歌曲共有兩個聲部，每個聲部都有一組人演唱，是和聲演唱。,,藝術-藝術,藝術-藝術,,,二部合唱,jī-pōo ha̍p-tshiùnn
102735,二部輪唱,一個合唱團將團員分成二組，每組按一定時距先後演唱同一旋律的歌曲。輪流唱歌或唱戲。,,藝術-藝術,,,,二部輪唱,jī-pōo lûn-tshiùnn
102736,二等星,古代天文學家將肉眼所見最亮的星星列等，稱為目視星等。次亮的為二等星，大約40顆燈泡的亮度。,,,自然科學-自然科學,,,二等星,jī-tíng-tshenn
102737,人口老化,在一定區域、期間內，高齡人口比例偏高的現象。,,社會-社會,社會-社會,社會-地理,社會-地理,人口老化,jîn-kháu nóo-huà
102738,人工繁殖,利用人為的方法、力量，使動、植物繁殖下一代。,,,自然科學-自然科學,,,人工湠種,jîn-kang thuànn-tsíng
102739,人面蜘蛛,是大木林蛛屬下的一種。,,自然科學-自然科學,,,,人面蜘蛛,jîn-bīn-ti-tu
